nyt_id,review_word_count,author_as_listed,assumed_gender,headline,nyt_pdf_endpoint
4fc043f045c1498b0d20cfca,333,Michelangelo Buacarrati,m,Michelangelo's Sonnets.,https://query.nytimes.com/gst/abstract.html?res=9F07E5DD143AE733A25752C0A9629C946497D6CF
4fc0478545c1498b0d21d6f5,253,Mabel W. Daniels,f,"Music Study Abroad.; AN AMERICAN GIRL IN MUNICH. Impressions of a Music Student. By Mabel W. Daniels. Little, Brown & Co.",https://query.nytimes.com/gst/abstract.html?res=9C07E5DD143AE733A25752C0A9629C946497D6CF
4fc039f645c1498b0d1e138e,917,Collected by Esther Singleton,f,VENICE.; An Anthology of Appreciations Collected by Esther Singleton.*,https://query.nytimes.com/gst/abstract.html?res=9C05E5DD143AE733A25752C0A9629C946497D6CF
4fc043f045c1498b0d20cfc2,445,E. Spence De Pue,none,An Insurance Detective.; DR. NICHOLAS STONE. A Story of Frauds Perpetrated Upon Life Insurance Companies. By E. Spence De Pue. Illustrated. 12 mo. Pp. 252. New York: G.W. Dillingham Company. $1.50.,https://query.nytimes.com/gst/abstract.html?res=9E02E5DD143AE733A25752C0A9629C946497D6CF
4fc043f045c1498b0d20cfb4,435,Alfred Tresidder Sheppard,m,The King's Grenadier.; THE RED CRAVAT. By Alfred Tresidder Sheppard. 12mo. Pp. 388. New York: The Macmillan Company. $1.50.,https://query.nytimes.com/gst/abstract.html?res=9B04E5DD143AE733A25752C0A9629C946497D6CF
4fc039f645c1498b0d1e1392,641,Mr. Zangwill,m,"ZANGWILL.; His Humorous Cynicism Has Free Play in ""The Celibates' Club.""*",https://query.nytimes.com/gst/abstract.html?res=940CE6DD143AE733A25752C0A9629C946497D6CF
4fc0478545c1498b0d21d6ec,927,Gardner W. Allen,m,BARBARY PIRATES.; Gardner W. Allen's Story of the Pests of the Mediterranean and American Dealings with Them.*,https://query.nytimes.com/gst/abstract.html?res=9C04E5DD143AE733A25752C0A9629C946497D6CF
4fc043f045c1498b0d20cfbf,3129,SIR ALFRED LYALL,m,LORD DUFFERIN'S CAREER.; SIR ALFRED LYALL'S AUTHORIZED BIOGRAPHY OF ONE OF THE MOST FAMOUS BRITISH STATESMEN AND DIPLOMATISTS OF RECENT TIMES.*,https://query.nytimes.com/gst/abstract.html?res=9A0CE6DD143AE733A25752C0A9629C946497D6CF
4fc03a7d45c1498b0d1e2e2c,706,Beatrice Marshall,f,"In Elizabeth Days.; THE QUEEN'S KNIGHT ERRANT. A Story of the Days of Sir Walter Ralegh. By Beatrice Marshall. Illustrated by T. Hamilton Crawford, R.S.W. 12mo. Pp. 322. New York: E.P. Dutton & Co. $1,50.",https://query.nytimes.com/gst/abstract.html?res=9503E5DD143AE733A25752C0A9629C946497D6CF
4fc043f045c1498b0d20cfa8,507,Harris Burland,f,A Pirate Automobile.; THE BLACK MOTOR CAR. By Harris Burland. Illustrated by Charles Grunwald. 12 mo. Pp. 339 New York The G.W. Dillingham Company.,https://query.nytimes.com/gst/abstract.html?res=9D04E5DD143AE733A25752C0A9629C946497D6CF
4fc0478545c1498b0d21d70e,684,Norris,m,"A NOVEL BY NORRIS.; ""Barham of Beltana"" Is a Great Improvement on Some of His Recent Stories.*",https://query.nytimes.com/gst/abstract.html?res=9B03E5DD143AE733A25752C0A9629C946497D6CF
4fc052b345c1498b0d24ec4c,502,Oscar Wilde,m,"Wilde's ""De Profundis.""; DE PROFUNDIS. By Oscar Wilde. 12mo. Pp., 123. With portrait. Gray boards. Deckle edges. Gilt top. New York: G.P. Putnam's Sons. $1.25 net. 10c. postage.",https://query.nytimes.com/gst/abstract.html?res=9D0DE5DD143AE733A25752C0A9629C946497D6CF
4fc0515445c1498b0d248f69,803,"Samuel Purchas, H.D. ",m,"Purchas His Pilgrimage.; HAKLUYTUS POSTHUMUS; or, Purchas His Pilgrimage. Contayning a History of the World in Sea Voyages and Lande Travells by Englishmen and Others. By Samuel Purchas, H.D. Two volumes. With illustrations and maps. Cloth. Volume L., pp. 1.505. Volume II., pp. 549. New York: The Macmillan Company. The two volumes, $6.50.",https://query.nytimes.com/gst/abstract.html?res=9B05E5DD143AE733A25752C0A9629C946497D6CF
4fc052b345c1498b0d24ec4d,667,Annie Payson Call,f,"The Art of Not Worrying.; THE FREEDOM OF LIFE. By Annie Payson Call, author of ""Power Through Repose,"" &c. Pp. 211. 12mo. Boston: Little, Brown & Co. $1.25 net.",https://query.nytimes.com/gst/abstract.html?res=9902E5DD143AE733A25752C0A9629C946497D6CF
4fc0451845c1498b0d2122f9,521,Edited by Thomas Wentworth Higginson.,m,"Footnotes to Hawthorne.; THE HAWTHORNE CENTENARY AT THE WAYSIDE, CONCORD, 1904. Edited by Thomas Wentworth Higginson. 12mo. Pp. 208. Cloth. Guilt top. Uncut. Illustrated. Boston and New York: Houghton, Mifflin & Co. $1.25.",https://query.nytimes.com/gst/abstract.html?res=9C0CE5DD143AE733A25752C0A9629C946497D6CF
4fc04ef245c1498b0d23e643,388,Dorothea Frances Canfield,f,"French Dramatists.; CORNEILLE AND RACINE IN ENGLAND. a Study of the English Translations of the two Corneilles and Racine, with Especial Reference to Their Presentation on the English Stage. By Dorothea Frances Canfield. Pp. xi. 293. 12mo. Cloth. New York: The Columbia University press. (The Macmillan Company.) $1.50.",https://query.nytimes.com/gst/abstract.html?res=9E0DE5DD143AE733A25752C0A9629C946497D6CF
4fc04ef245c1498b0d23e65b,1019,Charles Whibley,m,"RABELAIS.; The Great French Homorist, Motaigne, and Others Dealt With in Mr. Whibley's ""Literary Portraits.""",https://query.nytimes.com/gst/abstract.html?res=9904E5DD143AE733A25752C0A9629C946497D6CF
4fc052b345c1498b0d24ec46,300,John Wright,m,The Home Mechanic.,https://query.nytimes.com/gst/abstract.html?res=9E07E5DD143AE733A25752C0A9629C946497D6CF
4fc052b345c1498b0d24ec4f,635,Ernest Elmo Calkins and Ralph Holden,m,ADVERTISEMENTS.; MODERN ADVERTISING. By Ernest Elmo Calkins and Ralph Holden. Illustrated. Pp. xviii.-361. Cloth. New York: D. Appleton & Co. $1.50 net.,https://query.nytimes.com/gst/abstract.html?res=9E05E5DD143AE733A25752C0A9629C946497D6CF
4fc04ef345c1498b0d23e6bb,815,Herman Whitaker,m,CANADIAN TALES.; A Baker's Dozen of Collected Stories by Herman Whitaker.*,https://query.nytimes.com/gst/abstract.html?res=9F02E6D81738EF32A2575BC0A9629C946497D6CF
4fc04ef345c1498b0d23e6c1,355,Eleanor F. Rathbone,f,William Rathbone of Liverpool.,https://query.nytimes.com/gst/abstract.html?res=9A0CE6D81738EF32A2575BC0A9629C946497D6CF
4fc043f045c1498b0d20d03a,1642,York Powell and T.S. Holmes,,THE FIFTH CENTURY.; Unfinished Lectures of Prof. Freeman Revised by York Powell and T.S. Holmes.*,https://query.nytimes.com/gst/abstract.html?res=940CE6D81738EF32A2575BC0A9629C946497D6CF
4fc0478645c1498b0d21d795,273,Warren Cheney,m,"Russian Life in Alaska.; THE WAY OF THE NORTH. A Romance of the Days of Baranof. By Warren Cheney. Cloth, 8vo. Pp. 320. New York: Doubleday, Page & Co. $1.50.",https://query.nytimes.com/gst/abstract.html?res=9D0DE6D81738EF32A2575BC0A9629C946497D6CF
4fc04ef345c1498b0d23e6bc,519,Edward W. Townsend,m,The Adventures of a Millionaire.; REUBEN LARKMEAD. A Story of Worldlings. By Edward W. Townsend. Illustrated by Wallace Morgan. Pp. 205. 12mo. New York: The G.W. Dillingham Company. $1.25.,https://query.nytimes.com/gst/abstract.html?res=9E0CE6D81738EF32A2575BC0A9629C946497D6CF
4fc043f045c1498b0d20d03b,1900,General William Heath,m,"HEATH'S DIARY.; A New Edition of His ""Memoirs of the American War.""*",https://query.nytimes.com/gst/abstract.html?res=9905E5D81738EF32A2575BC0A9629C946497D6CF
4fc043f045c1498b0d20d04a,306,Prof. L. Oppenheim,m,International Law.,https://query.nytimes.com/gst/abstract.html?res=9F04E5D81738EF32A2575BC0A9629C946497D6CF
4fc043f045c1498b0d20d050,733,M.L. Dhaleine,m,A FRENCH VIEW OF HAWTHORNE.,https://query.nytimes.com/gst/abstract.html?res=9404E5D81738EF32A2575BC0A9629C946497D6CF
4fc0478645c1498b0d21d78d,900,Morgan Robertson,m,SAILORS' YARNS.; A Volume of Good Sea Stories by Morgan Robertson.*,https://query.nytimes.com/gst/abstract.html?res=940DE6D81738EF32A2575BC0A9629C946497D6CF
4fc0478645c1498b0d21d793,280,Armine Thomas Kent. Edited by Harold Hodge,m,"Armine Thomas Kent.; OTIA. Poems, Essays, and Reviews by Armine Thomas Kent. Edited by Harold Hodge. With a Memoir by Arthur A. Bauman. 12mo. Pp. 271. New York: John Lane.",https://query.nytimes.com/gst/abstract.html?res=9B0DE6D81738EF32A2575BC0A9629C946497D6CF
4fc0478645c1498b0d21d79c,378,Guy Berton,m,"A Denver Strangler.; ART THOU THE MAN? By Guy Berton. Illustrations by Charles R. Macauley, 12mo. Pp. 288. New York: Dodd, Mead & Co. $1.50.",https://query.nytimes.com/gst/abstract.html?res=9803E5D81738EF32A2575BC0A9629C946497D6CF
4fc0478645c1498b0d21d792,1629,C.E. Byles,m,"VICAR HAWKER.; A New, Authoritative Biography of the Eccentric Clergyman of Morwenstow.*",https://query.nytimes.com/gst/abstract.html?res=9E04E5D81738EF32A2575BC0A9629C946497D6CF
4fc043f045c1498b0d20d03e,264,Robert Ames Bennet,m,Roncevalles and After.; FOR THE WHITE CHRIST. By Robert Ames Bennet Illusrated. Pp. 474. Chicago: A.C. McClurg & Co. $1.50.,https://query.nytimes.com/gst/abstract.html?res=9D02E5D81738EF32A2575BC0A9629C946497D6CF
4fc0478645c1498b0d21d79a,370,Austin Dobson,m,Fanny Burney's Diary.,https://query.nytimes.com/gst/abstract.html?res=9B02E6D81738EF32A2575BC0A9629C946497D6CF
4fc0478645c1498b0d21d78a,633,Prof. Sidney G. Ashmore,m,"Classicists vs. Moderns.; THE CLASSICS AND MODERN TRAINING. A Series of Addresses Suggestive of the Value of Classical Studies to Education. By Prof. Sidney G. Ashmore. 12mo. Pp. 159. Cloth. New York: G.P. Putnam's Sons $1.25 net. Postage, 10 cents extra.",https://query.nytimes.com/gst/abstract.html?res=9C05E5D81738EF32A2575BC0A9629C946497D6CF
4fc0478645c1498b0d21d7a8,258,Margaret Doyle Jackson,f,Two Men and a Maid.; WHEN LOVE IS KING. By Margaret Doyle Jackson. 12mo. Illustrated. Pp. 350. New York: Dillingham. $1.50.,https://query.nytimes.com/gst/abstract.html?res=9A0DE6D81738EF32A2575BC0A9629C946497D6CF
4fc039f645c1498b0d1e13e8,1203,Robert Bailey Thomas,m,ALMANACS.; Robert Bailey Thomas's Old Farmer's Almanack of Nearly One Hundred Years Ago.*,https://query.nytimes.com/gst/abstract.html?res=9F0CE6D81738EF32A2575BC0A9629C946497D6CF
4fc04ef345c1498b0d23e6b9,747,Arthur Henry,m,"The Higher Common Sense.; THE UNWRITTEN LAW. A Novel. By Arthur Henry, author of ""The House in the Woods"" and ""An Island Cabin."" 12mo. Pp. 401. New York: A.S. Barnes & Co. $1.50.",https://query.nytimes.com/gst/abstract.html?res=9D05E5D81738EF32A2575BC0A9629C946497D6CF
4fc0478645c1498b0d21d7af,288,Rev. William Hunt,m,A New History of England.,https://query.nytimes.com/gst/abstract.html?res=9E07E5D81738EF32A2575BC0A9629C946497D6CF
4fc039f645c1498b0d1e13e6,1454,Ex-Minister Scruggs,m,"SOUTH AMERICA.; Ex-Minister Scruggs's Book on ""The Colombian and Venezuelan Republics.""*",https://query.nytimes.com/gst/abstract.html?res=9C0DE6D81738EF32A2575BC0A9629C946497D6CF
4fc039f645c1498b0d1e13ef,426,"Oliver J. Thacther, Ph.D.",m,Mediaeval Sources.,https://query.nytimes.com/gst/abstract.html?res=9A05E5D81738EF32A2575BC0A9629C946497D6CF
4fc043f045c1498b0d20d057,1129,Mr. and Mrs. Peckham,dual,WASPS.; Mr. and Mrs. Peckham's Story of Their Intelligence and Industry.*,https://query.nytimes.com/gst/abstract.html?res=9B0CE6D81738EF32A2575BC0A9629C946497D6CF
4fc0451845c1498b0d21230c,4008,"Lord Acton, LL.D.",m,"WARS OF RELIGION.; THE NEW VOLUME OF THE CAMBRIDGE MODERN HISTORY, DESCRIBING THE TURMOIL IN EUROPE BETWEEN 1599 AND 1618.*",https://query.nytimes.com/gst/abstract.html?res=9503E6D81738EF32A2575BC0A9629C946497D6CF
4fc0451845c1498b0d212311,320,H. Irving Hancock,m,"Some Health Laws.; THE PHYSICAL CULTURE LIFE. A Guide for All Who Seek the Simple Laws of Abounding Health. By H. Irving Hancock. Author of ""Japanese Physical Training."" ""Physical Training for Women by Japanese Methods."" ""Physical Training for Children by Japanese Methods,"" ""Jiu-Jitsu Combat Tricks,"" ""Life at West Point."" &c. Illustrated. Cloth, 8vo. Pp. xvi.-229. New York: G.P. Putnam's Sons. $1.25 net.",https://query.nytimes.com/gst/abstract.html?res=990DE6D81738EF32A2575BC0A9629C946497D6CF
4fc0478645c1498b0d21d7ad,1433,Mme. Waddington,f,ITALIAN HIGH LIFE.; Mme. Waddington's Letters Written During Two Visits a Quarter of a Century Apart.,https://query.nytimes.com/gst/abstract.html?res=9403E6D81738EF32A2575BC0A9629C946497D6CF
4fc043f045c1498b0d20d059,322,New York Order of the Acorn,none,"Early New York.; VEAW OF EARLY NEW YORK. With Illustrative Sketches. Prepared for the New York Chapter of the Colonial Order of the Acorn. Cloth, Svo. Pp. 145. New York: Privately printed.",https://query.nytimes.com/gst/abstract.html?res=9402E6D81738EF32A2575BC0A9629C946497D6CF
4fc0478645c1498b0d21d7a3,701,Charles Sprague Sargent ,m,"Tress of North America.; MANUAL OF THE TRESS OF NORTH AMERICA. (Exclusive of Mexico.) By Charles Sprague Sargent With 644 Illustrations, Cloth, Pp. 826. New York: Houghton, Mifflin & Co. $6.",https://query.nytimes.com/gst/abstract.html?res=9C0CE6D81738EF32A2575BC0A9629C946497D6CF
4fc039f645c1498b0d1e13ec,386,Maarten Maartens,m,Stories of Dutch Peasantry.; MY POOR RELATIONS. Stories of Dutch Peasant Life. By Maarten Maartens. 12mo. New York: D. Appleton & Co. $1.50.,https://query.nytimes.com/gst/abstract.html?res=9A02E6D81738EF32A2575BC0A9629C946497D6CF
4fc04ef845c1498b0d23ef74,404,Carolyn Wells and Harry Persons Taber,dual,"A Marriage Agency.; THE MATRIMONIAL BUREAU. By Carolyn Wells and Harry Persons Taber. Illustrated. 12mo. Pp. 282. Boston and New York: Houghton, Mifflin & Co. $1.50.",https://query.nytimes.com/gst/abstract.html?res=9502E6D81738EF32A2575BC0A9629C946497D6CF
4fc039f645c1498b0d1e13e1,424,Louis Harman Peet,m,CENTRAL PARK TREES.,https://query.nytimes.com/gst/abstract.html?res=9D02E6D81738EF32A2575BC0A9629C946497D6CF
4fc0478645c1498b0d21d789,549,Henry C. Rowland,m,"On Board a Yacht.; THE WANDERERS. A Novel. By Henry C. Rowland, Author of ""To Windward."" Cloth. 12mo. Pp. 392. New York: A.S. Barnes & Co. $1.50.",https://query.nytimes.com/gst/abstract.html?res=9E02E6D81738EF32A2575BC0A9629C946497D6CF
4fc052b345c1498b0d24ec8b,1604,Prof. Karl Lamprecht,m,"THE GERMAN PEOPLE.; Prof. Dodd Reviews the New Volume of Prof. Karl Lamprecht's History, Treating of the Sevententh Century.*",https://query.nytimes.com/gst/abstract.html?res=950DE6D81738EF32A2575BC0A9629C946497D6CF
4fc0478645c1498b0d21d797,300,W.C. Brownell,m,Rodin.,https://query.nytimes.com/gst/abstract.html?res=9C02E5D81738EF32A2575BC0A9629C946497D6CF
4fc04ef345c1498b0d23e6ab,497,Arthur Colton,m,Strange Shipmates.; THE BELTED SEAS. By Arthur Colton. 12 mo. Pp. 312. New York: Henry Holt & Co. $1.50.,https://query.nytimes.com/gst/abstract.html?res=9C04E5D81738EF32A2575BC0A9629C946497D6CF
4fc04ef345c1498b0d23e6c0,276,Paul Sabatier,m,Retreats of St. Francis.,https://query.nytimes.com/gst/abstract.html?res=9F07E5D81738EF32A2575BC0A9629C946497D6CF
4fc052b345c1498b0d24ec83,671,"THOMAS NUTTALL, Reuben Gold Thwaites.",m,"THOMAS NUTTALL.; EARLY WESTERN TRAVELS, 1748-1846. Volume XIII. Nuttall's Travels Into the Arkansas Territory, 1819. Edited with notes. Introduction. Index. By Reuben Gold Thwaites. Cloth. Pp. 366. Cleveland: The Arthur H. Clark Company.",https://query.nytimes.com/gst/abstract.html?res=9402E5D81738EF32A2575BC0A9629C946497D6CF
4fc0478645c1498b0d21d846,528,Albert F. Calvert,m,"Cervantes.; THE LIFE OF CERVANTES. By Albert F. Calvert. With numerous portraits and reproductions from early editions of ""Don Quixote."" The Tercentenary Edition. In one volume. Pp. x-138. 8vo. Cloth. New York: John Lane, The Bodley Head.",https://query.nytimes.com/gst/abstract.html?res=9F00EED8133AE733A25756C1A9629C946497D6CF
4fc04ef345c1498b0d23e708,410,Alice Winter,f,A Real American Girl.; THE PRIZE TO THE HARDY. By Alice Winter. With Drawings by R.M. Crosby. 12mo. Pp. 347. Indianapolis: The Bobbs-Merrill Company.,https://query.nytimes.com/gst/abstract.html?res=9F01EED8133AE733A25756C1A9629C946497D6CF
4fc0478645c1498b0d21d82f,659,Vincent Harper,m,DUAL PERSONALITY.,https://query.nytimes.com/gst/abstract.html?res=9B03EED8133AE733A25756C1A9629C946497D6CF
4fc0451845c1498b0d21231d,793,Prof. Gay Carleton Lee,m,"THE REVOLUTION.; Sixth Volume of ""The History of North America,"" Edited by Prof. Gay Carleton Lee.*",https://query.nytimes.com/gst/abstract.html?res=9501EED8133AE733A25756C1A9629C946497D6CF
4fc0478645c1498b0d21d84c,830,C.H. Simpkinson,m,"FIFTH MONARCHY MEN; A Biography of Their Leader, Harrison, One of Cromwell's Lieutenants.*",https://query.nytimes.com/gst/abstract.html?res=9806EED8133AE733A25756C1A9629C946497D6CF
4fc0478645c1498b0d21d84b,1790,"E.V. Lucas, Mary Lamb",dual,"LAMB'S LETTERS.; The Collection, with Mary Lamb's Letters and Many New of Charles, Edited by E.V. Lucas.",https://query.nytimes.com/gst/abstract.html?res=9C01EED8133AE733A25756C1A9629C946497D6CF
4fc0478645c1498b0d21d832,716,Dr. F.A. Cleveland,m,BANK AND TREASURY.,https://query.nytimes.com/gst/abstract.html?res=9F03EED8133AE733A25756C1A9629C946497D6CF
4fc0478645c1498b0d21d84a,394,Helene Vacaresco,f,"Roumanian Folk-lore.; SONGS OF THE VALIANT VOIVODE: and Other Strange Folk-Lore. For the first time collected from Roumanian peasants and set forth in English, by Helene Vacaresco, who also collected the Roumanian folk-songs published under the title of ""The Bard of the Dimbovitza."" One volume, Pp. xil.-238. 8vo. Cloth. New York: Charles Scribner's Sons. Price. $2.50.",https://query.nytimes.com/gst/abstract.html?res=9D00EED8133AE733A25756C1A9629C946497D6CF
4fc0451845c1498b0d212320,351,Kate Gertrude Prindiville,f,A Romance in Letters.; TWO OF THE GUESTS. By Kate Gertrude Prindiville. 12mo. Pp. 217. New York: James Pott & Co. $1.25.,https://query.nytimes.com/gst/abstract.html?res=9801EED8133AE733A25756C1A9629C946497D6CF
4fc0478645c1498b0d21d82b,381,Eyre Hussey,f,Story of a Jesting Will.; MISS BADSWORTH. M.F.H. By Eyre Hussey. With six illustrations by G.D. Armour. 8vo. Pp. 326. New York: Longmans. Green & Co. $1.50.,https://query.nytimes.com/gst/abstract.html?res=9A06EED8133AE733A25756C1A9629C946497D6CF
4fc0478645c1498b0d21d831,368,Percy Macquoid,m,English Furniture.,https://query.nytimes.com/gst/abstract.html?res=990CEED8133AE733A25756C1A9629C946497D6CF
4fc039f645c1498b0d1e144d,431,A.T. Quiller-Couch,m,Quiller-Couch's Latest Story.; SHINING FERRY. By A.T. Quiller-Couch. 12mo. New York: Charles Scribner's Sons. $1.50.,https://query.nytimes.com/gst/abstract.html?res=9E01EED8133AE733A25756C1A9629C946497D6CF
4fc043f145c1498b0d20d0d3,398,Anna MacManus (Ethna Carbery.),f,Celtic Lore.; THE PASSIONATE HEARTS. By Anna MacManus (Ethna Carbery.) New York: The Funk & Wagnails Company. 75 cents.,https://query.nytimes.com/gst/abstract.html?res=9C00EED8133AE733A25756C1A9629C946497D6CF
4fc039f645c1498b0d1e143d,1467,Miss Durham,f,THE BALKANS.; Miss Durham Finds It a Country of Strife and Bloodshed.*,https://query.nytimes.com/gst/abstract.html?res=9A01EED8133AE733A25756C1A9629C946497D6CF
4fc039f645c1498b0d1e144c,519,Oric Bates,m,"A Yacht in the Mediterranean.; A MADCAP CRUISE. By Oric Bates. 12mo. Pp. 329. Boston and New York: Houghton, Mifflin & Co. $1.50.",https://query.nytimes.com/gst/abstract.html?res=9901EED8133AE733A25756C1A9629C946497D6CF
4fc039f645c1498b0d1e143b,437,Wilfred T. Grentell,m,"""The Price of Fish.""; THE HARVEST OF THE SEA. A Tale of Both Sides of the Atlantic. By Wilfred T. Grentell, Member of the Royal College of Surgeons, &c. Illustrated. 12mo. Pp. 162. New York: The Fleming H. Revell Company. $1.",https://query.nytimes.com/gst/abstract.html?res=9906EED8133AE733A25756C1A9629C946497D6CF
4fc043f145c1498b0d20d0c1,392,Grace S. Richmond,m,"Juliet Interested.; THE INDIFFERENCE OF JULIET. By Grace S. Richmond. Illustrated. 12mo. New York: Doubleday, Page & Co. $1.50.",https://query.nytimes.com/gst/abstract.html?res=9B01EED8133AE733A25756C1A9629C946497D6CF
4fc039f645c1498b0d1e143a,476,Harris Dickson,m,South After the Reconstruction.; THE RAVANELS. A Novel. By Harris Dickson. With illustratious by Seymour M. Stone. 12mo. Pp. 420. Philadelphia: The J.B. Lippincott Company. $1.50.,https://query.nytimes.com/gst/abstract.html?res=9A00EED8133AE733A25756C1A9629C946497D6CF
4fc04ef345c1498b0d23e702,815,"Robert, Marquis of Salisbury",m,LORD SALISBURY.,https://query.nytimes.com/gst/abstract.html?res=9E03EED8133AE733A25756C1A9629C946497D6CF
4fc052b345c1498b0d24ecf6,471,"Arnold Guyot Cameron. A.M., Ph.D.",m,"French as Heine Learned It.; TALES OF FRANCE. From the works of Georges d'Esparbes, Auguste Marin, Anatole Le Braz, Jules Claretie, Francois Coppee. With introduction and vocabulary by Arnold Guyot Cameron. A.M., Ph.D., Woodhull Professor of French in Princeton University. 12mo. New York: The American Book Concern.",https://query.nytimes.com/gst/abstract.html?res=9C02EFD7133AE733A25751C2A9629C946497D6CF
4fc03a7d45c1498b0d1e2e6e,592,Marie Van Vorst,f,"Hill Folk.; AMANDA OF THE MILL. A novel, by Marie Van Vorst. New York: Dodd, Mead & Co. $1.50.",https://query.nytimes.com/gst/abstract.html?res=9B02EFD7133AE733A25751C2A9629C946497D6CF
4fc039f645c1498b0d1e1498,646,"Grazia Deledda, Maria Hornor Lansdale",f,"An Italian Romance.; AFTER THE DIVORCE. A Romance. By Grazia Deledda. Translated from the Italian by Maria Hornor Lansdale. 12mo. Pp. 341, New York: Henry Holt & Co. $1.50.",https://query.nytimes.com/gst/abstract.html?res=9C06EED7133AE733A25751C2A9629C946497D6CF
4fc0478645c1498b0d21d8f4,324,Horace A. Vachell,m,"A Triumphant Failure.; BROTHERS. By Horace A. Vachell. Illustrated. 12mo. Pp. xvi.-415. New York: Dodd, Mead & Co. $1.50.",https://query.nytimes.com/gst/abstract.html?res=9503EED7133AE733A25751C2A9629C946497D6CF
4fc0515445c1498b0d248fa7,282,Agnes B.C. Dunbar,f,Saintly Women.,https://query.nytimes.com/gst/abstract.html?res=9D0DEFD7133AE733A25751C2A9629C946497D6CF
4fc0478645c1498b0d21d8f2,492,Charles Felton Pidgin,m,"A Novel of Aaron Burr.; LITTLE BURR. The Warwick of America. A Tale of the Old Revolutionary Days. By Charles Felton Pidgin, author of ""Quincy Adams Sawyer,"" ""Blennerhassett,"" ""The Climax."" Illustrations by Isaac Brewster Hazelton. 12mo. Boston: The Robinson Luce Company.",https://query.nytimes.com/gst/abstract.html?res=9E0DEFD7133AE733A25751C2A9629C946497D6CF
4fc04ef345c1498b0d23e772,512,Abraham Cahan,m,A Revolutionary Novel of Russia.; THE WHITE TERROR AND THE RED. A Revolutionary Novel of Russia. By A. Cahan. 12mo. Pp. 430. New York: A.S. Barnes & Co. $1.50.,https://query.nytimes.com/gst/abstract.html?res=9D03EFD7133AE733A25751C2A9629C946497D6CF
4fc043f145c1498b0d20d147,1340,CAPT. BATTINE,m,CAPT. BATTINE'S BOOK; An English Soldiers Study of the American Civil War.*,https://query.nytimes.com/gst/abstract.html?res=9903EFD7133AE733A25751C2A9629C946497D6CF
4fc0478645c1498b0d21d8dd,316,Edith Wharton,f,Backgrounds of Italy.,https://query.nytimes.com/gst/abstract.html?res=9E04EED7133AE733A25751C2A9629C946497D6CF
4fc043f145c1498b0d20d15e,476,Sir Walter Scott,m,CLASSICS FOR THE YOUNG.,https://query.nytimes.com/gst/abstract.html?res=9C00EED7133AE733A25751C2A9629C946497D6CF
4fc0478645c1498b0d21d8e2,539,O.,none,"War as It Is.; THE YELLOW WAR. By ""O."" Illustrated. 12mo. Pp. 302. New York: McClure, Phillips & Co. $1.20.",https://query.nytimes.com/gst/abstract.html?res=9C0CEFD7133AE733A25751C2A9629C946497D6CF
4fc0478645c1498b0d21d8f1,1972,MRS. CHESNUT,f,MRS. CHESNUT'S DIARY.; A Chronicle of Southern Life by the Wife of a Confederate Statesman and Soldier.*,https://query.nytimes.com/gst/abstract.html?res=9902EFD7133AE733A25751C2A9629C946497D6CF
4fc04ef345c1498b0d23e76e,289,Helen Rowland,f,A Book of Conversations.; THE DIGRESSIONS OF POLLY. By Helen Rowland. Six Illustrations. New York: The Baker & Taylor Company. $1.50.,https://query.nytimes.com/gst/abstract.html?res=9E02EFD7133AE733A25751C2A9629C946497D6CF
4fc0478645c1498b0d21d8da,1935,Camille Mauclair,f,"RODIN THE SCULPTOR.; A Study of the Man, His Ideas, and His Works, by Camille Mauclair, Author of ""The French Impressionists.""*",https://query.nytimes.com/gst/abstract.html?res=9C03EFD7133AE733A25751C2A9629C946497D6CF
4fc04ef345c1498b0d23e775,263,Fergus Hume,none,A Story by Fergus Hume.; THE MANDARIN'S FAN. By Fergus Hume. 12mo. Pp. xi.-280. Illustrated. New York: G.W. Dillingham & Co. $1.25.,https://query.nytimes.com/gst/abstract.html?res=9E0CEFD7133AE733A25751C2A9629C946497D6CF
4fc043f145c1498b0d20d143,439,Thomas G. Carson,m,"PHRENOLOGY THE KEY.; MAN'S RESPONSIBILITY: OR, HOW AND WHY THE ALMIGHTY INTRODUCED EVIL UPON THE EARTH. By Thomas G. Carson. New York: G.P. Putnam's Sons. The Knickerbocker Press.",https://query.nytimes.com/gst/abstract.html?res=9A03EFD7133AE733A25751C2A9629C946497D6CF
4fc043f145c1498b0d20d15b,382,"Emanuel Swedenborg., John Bigelow",m,Usefulness in Life.; THE USEFUL LIFE. A Crown to the Simple Life. As Taught by Emanuel Swedenborg. With an Introduction by John Bigelow. Cloth. 16mo. Pp. xxv.-71. New York: Charles Scribner's Sons.,https://query.nytimes.com/gst/abstract.html?res=9B03EED7133AE733A25751C2A9629C946497D6CF
4fc0478645c1498b0d21d903,1255,"Lord, Treno, Barrows",m,THE ITALO-AMERICAN.; A Protest Against a Prevailing Prejudice from Several Statisticians.*,https://query.nytimes.com/gst/abstract.html?res=9403EFD7133AE733A25751C2A9629C946497D6CF
4fc052b345c1498b0d24ecfa,1104,Andrew Lang,m,ANDREW LANG.,https://query.nytimes.com/gst/abstract.html?res=9C05EED7133AE733A25751C2A9629C946497D6CF
