,f1_score_f,precision_f,recall_f,f1_score_m,precision_m,recall_m,accuracy,male_match,male_mismatch,female_match,female_mismatch
count,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,0.5815607482142825,0.5384622578601793,0.6382876001025687,0.7862776323172557,0.8233073146660129,0.7541894132660384,0.71725,208.244,68.133,78.656,44.967
std,0.030558343997767388,0.046378278248664494,0.052272852935536525,0.017749844539427163,0.02735223528307916,0.035981049117135594,0.021371282875198013,7.3474110030981965,11.400670431438947,5.379647256521993,8.573529985741953
min,0.480565371024735,0.38372093023255816,0.47761194029850745,0.7148437499999999,0.7410071942446043,0.6466666666666666,0.6325,183.0,37.0,61.0,21.0
25%,0.5611072117915423,0.5066666666666667,0.6031443111595782,0.7749877343107404,0.80503542699642,0.7289377289377289,0.7025,203.0,60.0,75.0,39.0
50%,0.5815602836879432,0.5379310344827586,0.6378631550366549,0.7865168539325842,0.8236421005183683,0.7545787545787546,0.7175,208.0,68.0,78.5,45.0
75%,0.6024223832443011,0.5704343510728802,0.675,0.798521256931608,0.8425752476504953,0.7789855072463768,0.7325,213.0,76.0,82.0,51.0
max,0.6715867158671587,0.6666666666666666,0.8018867924528302,0.8354898336414047,0.9098712446351931,0.8549019607843137,0.7775,230.0,106.0,97.0,72.0
